year_month,month_of_release,passenger_type,direction,sex,age,estimate,standard_error,status
2014-08,2019-09,Long-term migrant,Arrivals,Male,30-34 years,691,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Male,35-39 years,450,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Male,40-44 years,366,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Male,45-49 years,247,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Male,50-54 years,207,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Male,55-59 years,175,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Male,5-9 years,275,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Male,60-64 years,137,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Male,65-69 years,87,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Male,70-74 years,37,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Male,75-79 years,22,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Male,80-84 years,7,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Male,85-89 years,2,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Male,90+ years,6,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,Male,TOTAL,6187,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,TOTAL,0-4 years,739,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,TOTAL,10-14 years,415,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,TOTAL,15-19 years,1039,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,TOTAL,20-24 years,1917,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,TOTAL,25-29 years,2156,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,TOTAL,30-34 years,1304,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,TOTAL,35-39 years,783,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,TOTAL,40-44 years,681,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,TOTAL,45-49 years,422,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,TOTAL,50-54 years,378,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,TOTAL,55-59 years,363,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,TOTAL,5-9 years,564,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,TOTAL,60-64 years,281,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,TOTAL,65-69 years,172,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,TOTAL,70-74 years,78,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,TOTAL,75-79 years,40,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,TOTAL,80-84 years,18,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,TOTAL,85-89 years,10,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,TOTAL,90+ years,9,0,Final
2014-08,2019-09,Long-term migrant,Arrivals,TOTAL,TOTAL,11369,0,Final
2014-08,2019-09,Long-term migrant,Departures,Female,0-4 years,224,0,Final
2014-08,2019-09,Long-term migrant,Departures,Female,10-14 years,110,0,Final
2014-08,2019-09,Long-term migrant,Departures,Female,15-19 years,223,0,Final
2014-08,2019-09,Long-term migrant,Departures,Female,20-24 years,609,0,Final
2014-08,2019-09,Long-term migrant,Departures,Female,25-29 years,553,0,Final
2014-08,2019-09,Long-term migrant,Departures,Female,30-34 years,320,0,Final
2014-08,2019-09,Long-term migrant,Departures,Female,35-39 years,201,0,Final
2014-08,2019-09,Long-term migrant,Departures,Female,40-44 years,164,0,Final
2014-08,2019-09,Long-term migrant,Departures,Female,45-49 years,157,0,Final
2014-08,2019-09,Long-term migrant,Departures,Female,50-54 years,127,0,Final
2014-08,2019-09,Long-term migrant,Departures,Female,55-59 years,101,0,Final
2014-08,2019-09,Long-term migrant,Departures,Female,5-9 years,153,0,Final
2014-08,2019-09,Long-term migrant,Departures,Female,60-64 years,70,0,Final
2014-08,2019-09,Long-term migrant,Departures,Female,65-69 years,54,0,Final
2014-08,2019-09,Long-term migrant,Departures,Female,70-74 years,19,0,Final
2014-08,2019-09,Long-term migrant,Departures,Female,75-79 years,15,0,Final
2014-08,2019-09,Long-term migrant,Departures,Female,80-84 years,15,0,Final
2014-08,2019-09,Long-term migrant,Departures,Female,85-89 years,4,0,Final
2014-08,2019-09,Long-term migrant,Departures,Female,90+ years,0,0,Final
2014-08,2019-09,Long-term migrant,Departures,Female,TOTAL,3119,0,Final
2014-08,2019-09,Long-term migrant,Departures,Male,0-4 years,237,0,Final
2014-08,2019-09,Long-term migrant,Departures,Male,10-14 years,115,0,Final
2014-08,2019-09,Long-term migrant,Departures,Male,15-19 years,247,0,Final
2014-08,2019-09,Long-term migrant,Departures,Male,20-24 years,611,0,Final
2014-08,2019-09,Long-term migrant,Departures,Male,25-29 years,643,0,Final
2014-08,2019-09,Long-term migrant,Departures,Male,30-34 years,354,0,Final
2014-08,2019-09,Long-term migrant,Departures,Male,35-39 years,232,0,Final
2014-08,2019-09,Long-term migrant,Departures,Male,40-44 years,211,0,Final
2014-08,2019-09,Long-term migrant,Departures,Male,45-49 years,164,0,Final
2014-08,2019-09,Long-term migrant,Departures,Male,50-54 years,118,0,Final
2014-08,2019-09,Long-term migrant,Departures,Male,55-59 years,97,0,Final
2014-08,2019-09,Long-term migrant,Departures,Male,5-9 years,170,0,Final
2014-08,2019-09,Long-term migrant,Departures,Male,60-64 years,69,0,Final
2014-08,2019-09,Long-term migrant,Departures,Male,65-69 years,42,0,Final
2014-08,2019-09,Long-term migrant,Departures,Male,70-74 years,37,0,Final
2014-08,2019-09,Long-term migrant,Departures,Male,75-79 years,14,0,Final
2014-08,2019-09,Long-term migrant,Departures,Male,80-84 years,3,0,Final
2014-08,2019-09,Long-term migrant,Departures,Male,85-89 years,7,0,Final
2014-08,2019-09,Long-term migrant,Departures,Male,90+ years,1,0,Final
2014-08,2019-09,Long-term migrant,Departures,Male,TOTAL,3372,0,Final
2014-08,2019-09,Long-term migrant,Departures,TOTAL,0-4 years,461,0,Final
2014-08,2019-09,Long-term migrant,Departures,TOTAL,10-14 years,225,0,Final
2014-08,2019-09,Long-term migrant,Departures,TOTAL,15-19 years,470,0,Final
2014-08,2019-09,Long-term migrant,Departures,TOTAL,20-24 years,1220,0,Final
2014-08,2019-09,Long-term migrant,Departures,TOTAL,25-29 years,1196,0,Final
2014-08,2019-09,Long-term migrant,Departures,TOTAL,30-34 years,674,0,Final
2014-08,2019-09,Long-term migrant,Departures,TOTAL,35-39 years,433,0,Final
2014-08,2019-09,Long-term migrant,Departures,TOTAL,40-44 years,375,0,Final
2014-08,2019-09,Long-term migrant,Departures,TOTAL,45-49 years,321,0,Final
2014-08,2019-09,Long-term migrant,Departures,TOTAL,50-54 years,245,0,Final
2014-08,2019-09,Long-term migrant,Departures,TOTAL,55-59 years,198,0,Final
2014-08,2019-09,Long-term migrant,Departures,TOTAL,5-9 years,323,0,Final
2014-08,2019-09,Long-term migrant,Departures,TOTAL,60-64 years,139,0,Final
2014-08,2019-09,Long-term migrant,Departures,TOTAL,65-69 years,96,0,Final
2014-08,2019-09,Long-term migrant,Departures,TOTAL,70-74 years,56,0,Final
2014-08,2019-09,Long-term migrant,Departures,TOTAL,75-79 years,29,0,Final
2014-08,2019-09,Long-term migrant,Departures,TOTAL,80-84 years,18,0,Final
2014-08,2019-09,Long-term migrant,Departures,TOTAL,85-89 years,11,0,Final
2014-08,2019-09,Long-term migrant,Departures,TOTAL,90+ years,1,0,Final
2014-08,2019-09,Long-term migrant,Departures,TOTAL,TOTAL,6491,0,Final
2014-08,2019-09,Long-term migrant,Net,Female,0-4 years,114,0,Final
2014-08,2019-09,Long-term migrant,Net,Female,10-14 years,97,0,Final
2014-08,2019-09,Long-term migrant,Net,Female,15-19 years,192,0,Final
2014-08,2019-09,Long-term migrant,Net,Female,20-24 years,168,0,Final
2014-08,2019-09,Long-term migrant,Net,Female,25-29 years,498,0,Final
2014-08,2019-09,Long-term migrant,Net,Female,30-34 years,293,0,Final
2014-08,2019-09,Long-term migrant,Net,Female,35-39 years,132,0,Final
2014-08,2019-09,Long-term migrant,Net,Female,40-44 years,151,0,Final
2014-08,2019-09,Long-term migrant,Net,Female,45-49 years,18,0,Final
2014-08,2019-09,Long-term migrant,Net,Female,50-54 years,44,0,Final
2014-08,2019-09,Long-term migrant,Net,Female,55-59 years,87,0,Final
2014-08,2019-09,Long-term migrant,Net,Female,5-9 years,136,0,Final
2014-08,2019-09,Long-term migrant,Net,Female,60-64 years,74,0,Final
2014-08,2019-09,Long-term migrant,Net,Female,65-69 years,31,0,Final
2014-08,2019-09,Long-term migrant,Net,Female,70-74 years,22,0,Final
2014-08,2019-09,Long-term migrant,Net,Female,75-79 years,3,0,Final
2014-08,2019-09,Long-term migrant,Net,Female,80-84 years,-4,0,Final
2014-08,2019-09,Long-term migrant,Net,Female,85-89 years,4,0,Final
2014-08,2019-09,Long-term migrant,Net,Female,90+ years,3,0,Final
2014-08,2019-09,Long-term migrant,Net,Female,TOTAL,2063,0,Final
2014-08,2019-09,Long-term migrant,Net,Male,0-4 years,164,0,Final
2014-08,2019-09,Long-term migrant,Net,Male,10-14 years,93,0,Final
2014-08,2019-09,Long-term migrant,Net,Male,15-19 years,377,0,Final
2014-08,2019-09,Long-term migrant,Net,Male,20-24 years,529,0,Final
2014-08,2019-09,Long-term migrant,Net,Male,25-29 years,462,0,Final
2014-08,2019-09,Long-term migrant,Net,Male,30-34 years,337,0,Final
2014-08,2019-09,Long-term migrant,Net,Male,35-39 years,218,0,Final
2014-08,2019-09,Long-term migrant,Net,Male,40-44 years,155,0,Final
2014-08,2019-09,Long-term migrant,Net,Male,45-49 years,83,0,Final
2014-08,2019-09,Long-term migrant,Net,Male,50-54 years,89,0,Final
2014-08,2019-09,Long-term migrant,Net,Male,55-59 years,78,0,Final
2014-08,2019-09,Long-term migrant,Net,Male,5-9 years,105,0,Final
2014-08,2019-09,Long-term migrant,Net,Male,60-64 years,68,0,Final
2014-08,2019-09,Long-term migrant,Net,Male,65-69 years,45,0,Final
2014-08,2019-09,Long-term migrant,Net,Male,70-74 years,0,0,Final
2014-08,2019-09,Long-term migrant,Net,Male,75-79 years,8,0,Final
2014-08,2019-09,Long-term migrant,Net,Male,80-84 years,4,0,Final
2014-08,2019-09,Long-term migrant,Net,Male,85-89 years,-5,0,Final
2014-08,2019-09,Long-term migrant,Net,Male,90+ years,5,0,Final
2014-08,2019-09,Long-term migrant,Net,Male,TOTAL,2815,0,Final
2014-08,2019-09,Long-term migrant,Net,TOTAL,0-4 years,278,0,Final
2014-08,2019-09,Long-term migrant,Net,TOTAL,10-14 years,190,0,Final
2014-08,2019-09,Long-term migrant,Net,TOTAL,15-19 years,569,0,Final
2014-08,2019-09,Long-term migrant,Net,TOTAL,20-24 years,697,0,Final
2014-08,2019-09,Long-term migrant,Net,TOTAL,25-29 years,960,0,Final
2014-08,2019-09,Long-term migrant,Net,TOTAL,30-34 years,630,0,Final
2014-08,2019-09,Long-term migrant,Net,TOTAL,35-39 years,350,0,Final
2014-08,2019-09,Long-term migrant,Net,TOTAL,40-44 years,306,0,Final
2014-08,2019-09,Long-term migrant,Net,TOTAL,45-49 years,101,0,Final
2014-08,2019-09,Long-term migrant,Net,TOTAL,50-54 years,133,0,Final
2014-08,2019-09,Long-term migrant,Net,TOTAL,55-59 years,165,0,Final
2014-08,2019-09,Long-term migrant,Net,TOTAL,5-9 years,241,0,Final
2014-08,2019-09,Long-term migrant,Net,TOTAL,60-64 years,142,0,Final
2014-08,2019-09,Long-term migrant,Net,TOTAL,65-69 years,76,0,Final
2014-08,2019-09,Long-term migrant,Net,TOTAL,70-74 years,22,0,Final
2014-08,2019-09,Long-term migrant,Net,TOTAL,75-79 years,11,0,Final
2014-08,2019-09,Long-term migrant,Net,TOTAL,80-84 years,0,0,Final
2014-08,2019-09,Long-term migrant,Net,TOTAL,85-89 years,-1,0,Final
2014-08,2019-09,Long-term migrant,Net,TOTAL,90+ years,8,0,Final
2014-08,2019-09,Long-term migrant,Net,TOTAL,TOTAL,4878,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Female,0-4 years,296,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Female,10-14 years,285,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Female,15-19 years,711,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Female,20-24 years,923,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Female,25-29 years,951,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Female,30-34 years,573,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Female,35-39 years,355,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Female,40-44 years,307,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Female,45-49 years,196,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Female,50-54 years,151,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Female,55-59 years,167,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Female,5-9 years,252,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Female,60-64 years,110,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Female,65-69 years,52,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Female,70-74 years,29,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Female,75-79 years,22,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Female,80-84 years,7,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Female,85-89 years,3,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Female,90+ years,3,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Female,TOTAL,5393,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Male,0-4 years,295,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Male,10-14 years,327,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Male,15-19 years,897,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Male,20-24 years,1376,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Male,25-29 years,1021,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Male,30-34 years,678,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Male,35-39 years,441,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Male,40-44 years,301,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Male,45-49 years,196,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Male,50-54 years,182,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Male,55-59 years,137,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Male,5-9 years,273,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Male,60-64 years,111,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Male,65-69 years,62,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Male,70-74 years,24,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Male,75-79 years,15,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Male,80-84 years,6,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Male,85-89 years,2,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Male,90+ years,1,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,Male,TOTAL,6345,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,TOTAL,0-4 years,591,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,TOTAL,10-14 years,612,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,TOTAL,15-19 years,1608,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,TOTAL,20-24 years,2299,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,TOTAL,25-29 years,1972,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,TOTAL,30-34 years,1251,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,TOTAL,35-39 years,796,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,TOTAL,40-44 years,608,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,TOTAL,45-49 years,392,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,TOTAL,50-54 years,333,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,TOTAL,55-59 years,304,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,TOTAL,5-9 years,525,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,TOTAL,60-64 years,221,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,TOTAL,65-69 years,114,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,TOTAL,70-74 years,53,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,TOTAL,75-79 years,37,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,TOTAL,80-84 years,13,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,TOTAL,85-89 years,5,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,TOTAL,90+ years,4,0,Final
2014-07,2019-09,Long-term migrant,Arrivals,TOTAL,TOTAL,11738,0,Final
2014-07,2019-09,Long-term migrant,Departures,Female,0-4 years,255,0,Final
2014-07,2019-09,Long-term migrant,Departures,Female,10-14 years,144,0,Final
2014-07,2019-09,Long-term migrant,Departures,Female,15-19 years,276,0,Final
2014-07,2019-09,Long-term migrant,Departures,Female,20-24 years,691,0,Final
2014-07,2019-09,Long-term migrant,Departures,Female,25-29 years,598,0,Final
2014-07,2019-09,Long-term migrant,Departures,Female,30-34 years,378,0,Final
2014-07,2019-09,Long-term migrant,Departures,Female,35-39 years,235,0,Final
2014-07,2019-09,Long-term migrant,Departures,Female,40-44 years,190,0,Final
2014-07,2019-09,Long-term migrant,Departures,Female,45-49 years,165,0,Final
2014-07,2019-09,Long-term migrant,Departures,Female,50-54 years,136,0,Final
2014-07,2019-09,Long-term migrant,Departures,Female,55-59 years,126,0,Final
2014-07,2019-09,Long-term migrant,Departures,Female,5-9 years,180,0,Final
2014-07,2019-09,Long-term migrant,Departures,Female,60-64 years,58,0,Final
2014-07,2019-09,Long-term migrant,Departures,Female,65-69 years,51,0,Final
2014-07,2019-09,Long-term migrant,Departures,Female,70-74 years,30,0,Final
2014-07,2019-09,Long-term migrant,Departures,Female,75-79 years,15,0,Final
2014-07,2019-09,Long-term migrant,Departures,Female,80-84 years,8,0,Final
2014-07,2019-09,Long-term migrant,Departures,Female,85-89 years,3,0,Final
2014-07,2019-09,Long-term migrant,Departures,Female,90+ years,2,0,Final
2014-07,2019-09,Long-term migrant,Departures,Female,TOTAL,3541,0,Final
2014-07,2019-09,Long-term migrant,Departures,Male,0-4 years,244,0,Final
2014-07,2019-09,Long-term migrant,Departures,Male,10-14 years,171,0,Final
2014-07,2019-09,Long-term migrant,Departures,Male,15-19 years,293,0,Final
2014-07,2019-09,Long-term migrant,Departures,Male,20-24 years,619,0,Final
2014-07,2019-09,Long-term migrant,Departures,Male,25-29 years,714,0,Final
2014-07,2019-09,Long-term migrant,Departures,Male,30-34 years,342,0,Final
2014-07,2019-09,Long-term migrant,Departures,Male,35-39 years,235,0,Final
2014-07,2019-09,Long-term migrant,Departures,Male,40-44 years,204,0,Final
2014-07,2019-09,Long-term migrant,Departures,Male,45-49 years,166,0,Final
2014-07,2019-09,Long-term migrant,Departures,Male,50-54 years,139,0,Final
2014-07,2019-09,Long-term migrant,Departures,Male,55-59 years,121,0,Final
2014-07,2019-09,Long-term migrant,Departures,Male,5-9 years,213,0,Final
2014-07,2019-09,Long-term migrant,Departures,Male,60-64 years,59,0,Final
2014-07,2019-09,Long-term migrant,Departures,Male,65-69 years,46,0,Final
2014-07,2019-09,Long-term migrant,Departures,Male,70-74 years,31,0,Final
2014-07,2019-09,Long-term migrant,Departures,Male,75-79 years,16,0,Final
2014-07,2019-09,Long-term migrant,Departures,Male,80-84 years,3,0,Final
2014-07,2019-09,Long-term migrant,Departures,Male,85-89 years,7,0,Final
2014-07,2019-09,Long-term migrant,Departures,Male,90+ years,5,0,Final
2014-07,2019-09,Long-term migrant,Departures,Male,TOTAL,3628,0,Final
2014-07,2019-09,Long-term migrant,Departures,TOTAL,0-4 years,499,0,Final
2014-07,2019-09,Long-term migrant,Departures,TOTAL,10-14 years,315,0,Final
2014-07,2019-09,Long-term migrant,Departures,TOTAL,15-19 years,569,0,Final
2014-07,2019-09,Long-term migrant,Departures,TOTAL,20-24 years,1310,0,Final
2014-07,2019-09,Long-term migrant,Departures,TOTAL,25-29 years,1312,0,Final
2014-07,2019-09,Long-term migrant,Departures,TOTAL,30-34 years,720,0,Final
2014-07,2019-09,Long-term migrant,Departures,TOTAL,35-39 years,470,0,Final
2014-07,2019-09,Long-term migrant,Departures,TOTAL,40-44 years,394,0,Final
2014-07,2019-09,Long-term migrant,Departures,TOTAL,45-49 years,331,0,Final
2014-07,2019-09,Long-term migrant,Departures,TOTAL,50-54 years,275,0,Final
2014-07,2019-09,Long-term migrant,Departures,TOTAL,55-59 years,247,0,Final
2014-07,2019-09,Long-term migrant,Departures,TOTAL,5-9 years,393,0,Final
2014-07,2019-09,Long-term migrant,Departures,TOTAL,60-64 years,117,0,Final
2014-07,2019-09,Long-term migrant,Departures,TOTAL,65-69 years,97,0,Final
2014-07,2019-09,Long-term migrant,Departures,TOTAL,70-74 years,61,0,Final
2014-07,2019-09,Long-term migrant,Departures,TOTAL,75-79 years,31,0,Final
2014-07,2019-09,Long-term migrant,Departures,TOTAL,80-84 years,11,0,Final
2014-07,2019-09,Long-term migrant,Departures,TOTAL,85-89 years,10,0,Final
2014-07,2019-09,Long-term migrant,Departures,TOTAL,90+ years,7,0,Final
2014-07,2019-09,Long-term migrant,Departures,TOTAL,TOTAL,7169,0,Final
2014-07,2019-09,Long-term migrant,Net,Female,0-4 years,41,0,Final
2014-07,2019-09,Long-term migrant,Net,Female,10-14 years,141,0,Final
